Results of 
DepthFilter: -10000.0 - 0.0 meters
	
- - - - - - - - - - - - - - - - - - - -

(58.25, -155.14), mag = -1.30, depth = -3540.00, title = 101km ESE of King Salmon, Alaska
(38.13, -118.37), mag = 0.50, depth = -7800.00, title = 49km SSE of Hawthorne, Nevada
(38.14, -118.33), mag = 0.50, depth = 0.00, title = 50km SSE of Hawthorne, Nevada
(38.13, -118.35), mag = 0.50, depth = -7000.00, title = 49km SSE of Hawthorne, Nevada
(38.15, -118.36), mag = 0.50, depth = -6600.00, title = 48km SSE of Hawthorne, Nevada
(39.19, -119.90), mag = 0.60, depth = -8800.00, title = 9km SE of Incline Village, Nevada
(38.13, -118.37), mag = 0.60, depth = -9200.00, title = 49km SSE of Hawthorne, Nevada
(36.68, -115.75), mag = 0.70, depth = 0.00, title = 56km NNE of Pahrump, Nevada
(39.65, -120.03), mag = 0.70, depth = -5900.00, title = 6km SW of Cold Springs, Nevada
(38.18, -118.36), mag = 0.70, depth = 0.00, title = 44km SSE of Hawthorne, Nevada
(38.14, -118.36), mag = 0.70, depth = -7900.00, title = 48km SSE of Hawthorne, Nevada
(37.35, -114.69), mag = 0.70, depth = 0.00, title = 33km SSW of Caliente, Nevada
(36.76, -115.82), mag = 0.70, depth = 0.00, title = 62km NNE of Pahrump, Nevada
(39.70, -120.09), mag = 0.70, depth = -8200.00, title = 9km WNW of Cold Springs, Nevada
(39.65, -120.03), mag = 0.70, depth = -5800.00, title = 5km WSW of Cold Springs, Nevada
(37.77, -114.34), mag = 0.80, depth = 0.00, title = 20km SSE of Pioche, Nevada
(38.14, -118.38), mag = 0.80, depth = -10000.00, title = 47km SSE of Hawthorne, Nevada
(38.12, -118.35), mag = 0.80, depth = -1000.00, title = 50km SSE of Hawthorne, Nevada
(39.60, -119.80), mag = 0.80, depth = -9400.00, title = 2km W of Sun Valley, Nevada
(37.17, -115.42), mag = 0.80, depth = 0.00, title = 31km SW of Alamo, Nevada
(39.65, -120.04), mag = 0.80, depth = -5500.00, title = 6km SW of Cold Springs, Nevada
(39.42, -119.93), mag = 0.80, depth = -7800.00, title = 10km S of Mogul, Nevada
(38.14, -118.35), mag = 0.90, depth = 0.00, title = 48km SSE of Hawthorne, Nevada
(37.81, -116.08), mag = 0.90, depth = 0.00, title = 49km SSE of Warm Springs, Nevada
(38.14, -118.38), mag = 0.90, depth = -9900.00, title = 47km SSE of Hawthorne, Nevada
(38.12, -118.35), mag = 0.90, depth = -4800.00, title = 50km SSE of Hawthorne, Nevada
(38.12, -118.36), mag = 1.00, depth = -8300.00, title = 50km SSE of Hawthorne, Nevada
(38.14, -118.36), mag = 1.00, depth = -7000.00, title = 48km SSE of Hawthorne, Nevada
(38.12, -118.35), mag = 1.00, depth = -2500.00, title = 51km SSE of Hawthorne, Nevada
(38.12, -118.36), mag = 1.00, depth = -3500.00, title = 50km SSE of Hawthorne, Nevada
(38.12, -118.36), mag = 1.10, depth = -3500.00, title = 50km SSE of Hawthorne, Nevada
(37.18, -114.95), mag = 1.10, depth = 0.00, title = 27km SE of Alamo, Nevada
(38.15, -118.37), mag = 1.20, depth = -5200.00, title = 47km SSE of Hawthorne, Nevada
(38.26, -118.68), mag = 1.30, depth = 0.00, title = 29km S of Hawthorne, Nevada
(38.13, -118.38), mag = 1.30, depth = -4600.00, title = 48km SSE of Hawthorne, Nevada
(38.14, -118.37), mag = 1.30, depth = -4200.00, title = 48km SSE of Hawthorne, Nevada
(38.14, -118.37), mag = 1.30, depth = -4500.00, title = 48km SSE of Hawthorne, Nevada
(36.33, -115.34), mag = 1.40, depth = 0.00, title = 24km NW of Las Vegas, Nevada
(35.47, -115.52), mag = 1.50, depth = -100.00, title = Explosion - 39km SSE of Sandy Valley, Nevada
(37.42, -114.24), mag = 1.50, depth = -2800.00, title = 32km SE of Caliente, Nevada
(38.13, -118.36), mag = 1.60, depth = -2900.00, title = 49km SSE of Hawthorne, Nevada
(38.14, -118.36), mag = 1.70, depth = -5000.00, title = 48km SSE of Hawthorne, Nevada
(39.41, -116.98), mag = 1.80, depth = -5800.00, title = 12km SE of Austin, Nevada
(39.37, -118.09), mag = 1.80, depth = -6900.00, title = 57km NNW of Gabbs, Nevada
(38.14, -118.35), mag = 1.90, depth = -3500.00, title = 48km SSE of Hawthorne, Nevada
(38.16, -118.36), mag = 1.90, depth = -6000.00, title = 46km SSE of Hawthorne, Nevada
(39.17, -117.65), mag = 2.00, depth = -9200.00, title = 41km NE of Gabbs, Nevada
(38.14, -118.36), mag = 2.00, depth = -7600.00, title = 48km SSE of Hawthorne, Nevada
(41.18, -115.76), mag = 2.60, depth = -7400.00, title = 38km N of Elko, Nevada
(36.40, -96.89), mag = -0.40, depth = -7000.00, title = 9km NW of Pawnee, Oklahoma
(36.53, -98.61), mag = 0.40, depth = -3790.00, title = 30km S of Alva, Oklahoma
(36.34, -96.86), mag = 0.60, depth = 0.00, title = Quarry Blast - 4km W of Pawnee, Oklahoma
(36.54, -98.62), mag = 0.60, depth = -5750.00, title = 29km S of Alva, Oklahoma
(35.05, -97.75), mag = 0.80, depth = -7000.00, title = 12km SW of Blanchard, Oklahoma
(35.10, -97.76), mag = 0.80, depth = -7000.00, title = 10km WSW of Blanchard, Oklahoma
(36.34, -96.95), mag = 1.00, depth = -3390.00, title = 13km W of Pawnee, Oklahoma
(36.46, -98.77), mag = 1.00, depth = -7840.00, title = 33km NW of Fairview, Oklahoma
(36.62, -99.11), mag = 1.10, depth = -6780.00, title = 22km NNE of Mooreland, Oklahoma
(35.80, -96.66), mag = 1.20, depth = -6390.00, title = 5km N of Stroud, Oklahoma
(36.46, -98.79), mag = 1.20, depth = -6920.00, title = 35km NW of Fairview, Oklahoma
(36.47, -98.79), mag = 1.20, depth = -5330.00, title = 35km NW of Fairview, Oklahoma
(36.47, -98.75), mag = 1.30, depth = -8810.00, title = 33km NW of Fairview, Oklahoma
(36.48, -96.80), mag = 1.30, depth = 0.00, title = Quarry Blast - 13km SW of Fairfax, Oklahoma
(35.11, -97.73), mag = 1.40, depth = -7490.00, title = 7km WSW of Blanchard, Oklahoma
(35.88, -97.32), mag = 1.40, depth = -6610.00, title = 9km E of Guthrie, Oklahoma
(36.21, -95.88), mag = 1.40, depth = 0.00, title = Quarry Blast - 6km SSW of Owasso, Oklahoma
(36.42, -96.92), mag = 1.50, depth = -5450.00, title = 14km NW of Pawnee, Oklahoma
(36.45, -98.78), mag = 1.50, depth = -8990.00, title = 33km NW of Fairview, Oklahoma
(35.11, -95.39), mag = 1.60, depth = -7300.00, title = 1km SW of Quinton, Oklahoma
(36.36, -98.15), mag = 1.60, depth = -6050.00, title = 22km SSE of Helena, Oklahoma
(36.49, -98.90), mag = 1.70, depth = -6240.00, title = 28km E of Mooreland, Oklahoma
(35.10, -97.73), mag = 1.70, depth = -7680.00, title = 7km WSW of Blanchard, Oklahoma
(35.80, -96.65), mag = 1.70, depth = -7450.00, title = 5km N of Stroud, Oklahoma
(36.24, -95.80), mag = 1.70, depth = 0.00, title = Quarry Blast - 5km SE of Owasso, Oklahoma
(36.70, -97.68), mag = 1.70, depth = -7570.00, title = 13km SSE of Medford, Oklahoma
(36.46, -98.80), mag = 1.70, depth = -6120.00, title = 35km NW of Fairview, Oklahoma
(36.46, -98.76), mag = 1.70, depth = -8330.00, title = 32km NW of Fairview, Oklahoma
(36.31, -98.16), mag = 1.70, depth = -6000.00, title = 23km W of Waukomis, Oklahoma
(36.70, -97.68), mag = 1.80, depth = -5000.00, title = 13km SSE of Medford, Oklahoma
(35.11, -97.74), mag = 1.80, depth = -6560.00, title = 8km WSW of Blanchard, Oklahoma
(36.36, -98.15), mag = 1.90, depth = -6440.00, title = 22km SSE of Helena, Oklahoma
(36.76, -98.07), mag = 1.90, depth = -8010.00, title = 25km E of Cherokee, Oklahoma
(36.44, -98.68), mag = 1.90, depth = -7320.00, title = 26km NW of Fairview, Oklahoma
(36.76, -98.07), mag = 2.30, depth = -8770.00, title = 25km E of Cherokee, Oklahoma
(36.26, -98.51), mag = 2.60, depth = -5660.00, title = 3km WSW of Fairview, Oklahoma
(36.70, -97.68), mag = 2.70, depth = -7000.00, title = 13km SSE of Medford, Oklahoma
(36.28, -97.50), mag = 2.70, depth = -7290.00, title = 19km W of Perry, Oklahoma
(43.69, -121.26), mag = -0.30, depth = -8700.00, title = 20km E of La Pine, Oregon
(44.27, -125.01), mag = 2.00, depth = -4920.00, title = 76km WSW of Waldport, Oregon
(41.90, -125.86), mag = 3.30, depth = -10000.00, title = 131km W of Brookings, Oregon
(42.54, -126.33), mag = 3.30, depth = -10000.00, title = 152km W of Port Orford, Oregon
(36.91, 75.73), mag = 4.50, depth = -10000.00, title = 115km NE of Barishal, Pakistan
(7.07, -82.41), mag = 4.80, depth = -10000.00, title = 118km SSE of Punta de Burica, Panama
(32.39, -16.70), mag = 5.20, depth = -4710.00, title = 30km SSE of Canico, Portugal
(17.91, -67.00), mag = 0.20, depth = -10000.00, title = 8km SE of La Parguera, Puerto Rico
(17.73, -66.88), mag = 1.70, depth = -10000.00, title = 27km S of Guanica, Puerto Rico
(17.85, -66.86), mag = 1.80, depth = -5000.00, title = 14km SSE of Guanica, Puerto Rico
(17.92, -66.83), mag = 1.90, depth = -9000.00, title = 8km S of Indios, Puerto Rico
(17.92, -66.72), mag = 1.90, depth = -5000.00, title = 8km S of Tallaboa, Puerto Rico
(17.87, -66.87), mag = 2.00, depth = -5000.00, title = 12km SSE of Guanica, Puerto Rico
(17.86, -66.86), mag = 2.00, depth = -4000.00, title = 13km SSE of Guanica, Puerto Rico
(17.93, -66.79), mag = 2.00, depth = -9000.00, title = 7km SSE of Indios, Puerto Rico
(17.92, -67.02), mag = 2.10, depth = -9000.00, title = 7km SSE of La Parguera, Puerto Rico
(17.92, -67.04), mag = 2.10, depth = -6000.00, title = 6km S of La Parguera, Puerto Rico
(17.92, -66.76), mag = 2.10, depth = -5000.00, title = 8km SSW of Tallaboa, Puerto Rico
(17.80, -66.93), mag = 2.10, depth = -9000.00, title = 19km S of Guanica, Puerto Rico
(17.86, -66.84), mag = 2.10, depth = -10000.00, title = 13km SSE of Guanica, Puerto Rico
(17.89, -66.94), mag = 2.10, depth = -5000.00, title = 9km SSW of Guanica, Puerto Rico
(17.90, -66.93), mag = 2.10, depth = -7000.00, title = 8km SSW of Guanica, Puerto Rico
(17.89, -66.84), mag = 2.10, depth = -10000.00, title = 19km SSE of Guanica, Puerto Rico
(17.95, -66.94), mag = 2.20, depth = -8000.00, title = 4km SW of Guanica, Puerto Rico
(17.95, -66.96), mag = 2.20, depth = -6000.00, title = 6km WSW of Guanica, Puerto Rico
(17.82, -66.89), mag = 2.20, depth = -7000.00, title = 16km S of Guanica, Puerto Rico
(17.82, -66.86), mag = 2.20, depth = -2000.00, title = 17km SSE of Guanica, Puerto Rico
(17.86, -66.87), mag = 2.20, depth = -3000.00, title = 12km SSE of Guanica, Puerto Rico
(17.82, -66.85), mag = 2.20, depth = -6000.00, title = 17km SSE of Guanica, Puerto Rico
(17.93, -66.99), mag = 2.20, depth = -10000.00, title = 8km SE of La Parguera, Puerto Rico
(17.90, -66.97), mag = 2.20, depth = -10000.00, title = 10km SW of Guanica, Puerto Rico
(17.94, -67.00), mag = 2.30, depth = -9000.00, title = 6km SE of La Parguera, Puerto Rico
(17.91, -66.77), mag = 2.30, depth = -6000.00, title = 10km SSE of Indios, Puerto Rico
(17.96, -66.98), mag = 2.30, depth = -7000.00, title = 7km WSW of Fuig, Puerto Rico
(17.91, -66.95), mag = 2.30, depth = -10000.00, title = 7km SW of Guanica, Puerto Rico
(17.94, -66.93), mag = 2.30, depth = -9000.00, title = 4km SW of Guanica, Puerto Rico
(17.89, -66.86), mag = 2.30, depth = -8000.00, title = 9km SSE of Guanica, Puerto Rico
(17.93, -66.82), mag = 2.30, depth = -10000.00, title = 7km S of Indios, Puerto Rico
(17.87, -66.91), mag = 2.30, depth = -8000.00, title = 11km S of Guanica, Puerto Rico
(17.94, -66.75), mag = 2.30, depth = -6000.00, title = 7km SW of Tallaboa, Puerto Rico
(17.82, -66.89), mag = 2.30, depth = -10000.00, title = 16km S of Guanica, Puerto Rico
(17.91, -66.60), mag = 2.30, depth = -4000.00, title = 10km S of Ponce, Puerto Rico
(17.97, -66.86), mag = 2.40, depth = -9000.00, title = 3km ESE of Maria Antonia, Puerto Rico
(17.89, -66.74), mag = 2.40, depth = -6000.00, title = 11km SSW of Tallaboa, Puerto Rico
(17.95, -67.01), mag = 2.40, depth = -9000.00, title = 5km SE of La Parguera, Puerto Rico
(17.87, -66.79), mag = 2.40, depth = -5000.00, title = 13km SSE of Indios, Puerto Rico
(17.95, -67.00), mag = 2.40, depth = -5000.00, title = 5km ESE of La Parguera, Puerto Rico
(17.92, -67.01), mag = 2.40, depth = -7000.00, title = 6km SSE of La Parguera, Puerto Rico
(17.92, -66.96), mag = 2.40, depth = -8000.00, title = 7km SW of Guanica, Puerto Rico
(17.96, -67.03), mag = 2.40, depth = -10000.00, title = 1km SE of La Parguera, Puerto Rico
(17.84, -66.85), mag = 2.40, depth = -7000.00, title = 15km SSE of Guanica, Puerto Rico
(17.95, -67.00), mag = 2.40, depth = -5000.00, title = 5km ESE of La Parguera, Puerto Rico
(17.90, -66.94), mag = 2.40, depth = -10000.00, title = 8km SSW of Guanica, Puerto Rico
(17.90, -66.93), mag = 2.40, depth = -7000.00, title = 10km S of Guanica, Puerto Rico
(17.97, -66.73), mag = 2.40, depth = -6000.00, title = 3km SSW of Tallaboa, Puerto Rico
(17.87, -66.77), mag = 2.40, depth = -5000.00, title = 15km SSE of Indios, Puerto Rico
(17.99, -66.73), mag = 2.40, depth = -10000.00, title = 1km WSW of Tallaboa, Puerto Rico
(17.82, -66.85), mag = 2.50, depth = -5000.00, title = 17km SSE of Guanica, Puerto Rico
(17.90, -66.87), mag = 2.50, depth = -7000.00, title = 8km SSE of Guanica, Puerto Rico
(17.83, -66.87), mag = 2.50, depth = -10000.00, title = 15km SSE of Guanica, Puerto Rico
(17.79, -66.86), mag = 2.50, depth = -4000.00, title = 20km SSE of Guanica, Puerto Rico
(17.94, -66.97), mag = 2.50, depth = -9000.00, title = 7km WSW of Guanica, Puerto Rico
(17.88, -66.94), mag = 2.50, depth = -9000.00, title = 10km SSW of Guanica, Puerto Rico
(17.89, -66.81), mag = 2.50, depth = -7000.00, title = 11km S of Indios, Puerto Rico
(17.92, -66.72), mag = 2.50, depth = -9000.00, title = 8km S of Tallaboa, Puerto Rico
(17.92, -66.94), mag = 2.50, depth = -7000.00, title = 6km SSW of Guanica, Puerto Rico
(17.92, -67.00), mag = 2.50, depth = -6000.00, title = 12km SSE of La Parguera, Puerto Rico
(17.82, -66.89), mag = 2.50, depth = -8000.00, title = 16km S of Guanica, Puerto Rico
(17.91, -66.87), mag = 2.60, depth = -9000.00, title = 7km SSE of Guanica, Puerto Rico
(17.83, -66.85), mag = 2.60, depth = -7000.00, title = 16km SSE of Guanica, Puerto Rico
(17.88, -66.78), mag = 2.60, depth = -9000.00, title = 13km SSE of Indios, Puerto Rico
(17.87, -66.85), mag = 2.60, depth = -8000.00, title = 13km SSE of Guanica, Puerto Rico
(17.96, -66.76), mag = 2.60, depth = -6000.00, title = 6km SW of Tallaboa, Puerto Rico
(17.92, -66.93), mag = 2.60, depth = -7000.00, title = 5km SSW of Guanica, Puerto Rico
(18.01, -66.86), mag = 2.60, depth = -10000.00, title = 1km ESE of Palomas, Puerto Rico
(17.95, -66.89), mag = 2.60, depth = -9000.00, title = 2km SSE of Guanica, Puerto Rico
(18.00, -66.78), mag = 2.60, depth = -5000.00, title = 2km SE of Guayanilla, Puerto Rico
(17.88, -66.79), mag = 2.60, depth = -6000.00, title = 11km SSE of Indios, Puerto Rico
(17.84, -66.87), mag = 2.70, depth = -10000.00, title = 15km SSE of Guanica, Puerto Rico
(17.85, -66.87), mag = 2.70, depth = -7000.00, title = 14km SSE of Guanica, Puerto Rico
(17.93, -67.00), mag = 2.70, depth = -6000.00, title = 11km S of La Parguera, Puerto Rico
(17.92, -66.90), mag = 2.70, depth = -9000.00, title = 5km S of Guanica, Puerto Rico
(17.89, -66.94), mag = 2.70, depth = -5000.00, title = 14km SSW of Guanica, Puerto Rico
(17.82, -66.86), mag = 2.70, depth = -2000.00, title = 17km SSE of Guanica, Puerto Rico
(17.87, -66.87), mag = 2.70, depth = -3000.00, title = 12km SSE of Guanica, Puerto Rico
(17.89, -66.84), mag = 2.80, depth = -10000.00, title = 10km SSE of Maria Antonia, Puerto Rico
(17.83, -66.88), mag = 2.80, depth = -9000.00, title = 16km SSE of Guanica, Puerto Rico
(17.92, -66.95), mag = 2.80, depth = -7000.00, title = 12km SSW of Guanica, Puerto Rico
(17.89, -66.95), mag = 2.80, depth = -6000.00, title = 10km SSW of Guanica, Puerto Rico
(17.86, -66.89), mag = 2.80, depth = -10000.00, title = 12km S of Guanica, Puerto Rico
(17.84, -66.87), mag = 2.80, depth = -3000.00, title = 14km SSE of Guanica, Puerto Rico
(17.76, -66.87), mag = 2.80, depth = -3000.00, title = 29km S of Guanica, Puerto Rico
(17.88, -66.74), mag = 2.80, depth = -5000.00, title = 11km S of Tallaboa, Puerto Rico
(17.92, -66.76), mag = 2.80, depth = -10000.00, title = 9km SSW of Tallaboa, Puerto Rico
(17.93, -67.04), mag = 2.90, depth = -7000.00, title = 10km S of La Parguera, Puerto Rico
(17.87, -66.92), mag = 2.90, depth = -10000.00, title = 10km S of Guanica, Puerto Rico
(17.95, -67.01), mag = 2.90, depth = -9000.00, title = 5km SE of La Parguera, Puerto Rico
(17.84, -66.85), mag = 2.90, depth = -8000.00, title = 15km SSE of Guanica, Puerto Rico
(17.90, -66.94), mag = 2.90, depth = -5000.00, title = 6km SSW of Guanica, Puerto Rico
(17.82, -66.88), mag = 2.90, depth = -6000.00, title = 17km S of Guanica, Puerto Rico
(17.89, -66.93), mag = 2.90, depth = -9000.00, title = 9km SSW of Guanica, Puerto Rico
(17.86, -66.87), mag = 2.90, depth = -1000.00, title = 13km SSE of Guanica, Puerto Rico
(17.82, -66.87), mag = 2.90, depth = -2000.00, title = 29km S of Guanica, Puerto Rico
(17.95, -66.96), mag = 2.90, depth = -9000.00, title = 6km WSW of Guanica, Puerto Rico
(17.83, -66.86), mag = 3.00, depth = -9000.00, title = 16km SSE of Guanica, Puerto Rico
(17.95, -66.84), mag = 3.00, depth = -10000.00, title = 5km SSW of Indios, Puerto Rico
(17.86, -66.89), mag = 3.00, depth = -3000.00, title = 12km S of Guanica, Puerto Rico
(17.81, -66.85), mag = 3.00, depth = -6000.00, title = 22km SSE of Guanica, Puerto Rico
(17.84, -66.88), mag = 3.00, depth = -3000.00, title = 14km SSE of Guanica, Puerto Rico
(17.87, -66.91), mag = 3.00, depth = -9000.00, title = 11km S of Guanica, Puerto Rico
(17.93, -66.78), mag = 3.00, depth = -9000.00, title = 8km SSE of Indios, Puerto Rico
(17.88, -66.88), mag = 3.10, depth = -6000.00, title = 15km S of Guanica, Puerto Rico
(17.95, -66.95), mag = 3.10, depth = -10000.00, title = 9km SW of Guanica, Puerto Rico
(17.93, -67.04), mag = 3.20, depth = -6000.00, title = 11km S of La Parguera, Puerto Rico
(17.98, -67.00), mag = 3.20, depth = -8000.00, title = 5km E of La Parguera, Puerto Rico
(17.91, -66.70), mag = 3.20, depth = -6000.00, title = 9km SSE of Tallaboa, Puerto Rico
(19.36, -67.63), mag = 3.20, depth = -10000.00, title = 86km NW of San Antonio, Puerto Rico
(19.21, -67.51), mag = 3.20, depth = -7000.00, title = 80km NW of San Antonio, Puerto Rico
(17.90, -66.74), mag = 3.20, depth = -6000.00, title = 9km SSW of Tallaboa, Puerto Rico
(17.92, -66.96), mag = 3.20, depth = -10000.00, title = 8km SW of Guanica, Puerto Rico
(17.85, -66.88), mag = 3.50, depth = -6000.00, title = 17km S of Guanica, Puerto Rico
(17.94, -66.93), mag = 3.60, depth = -8000.00, title = 7km SSW of Guanica, Puerto Rico
(17.86, -66.85), mag = 3.70, depth = -9000.00, title = 14km SSE of Guanica, Puerto Rico
(17.86, -66.87), mag = 3.90, depth = -3000.00, title = 13km SSE of Guanica, Puerto Rico
(57.21, -33.48), mag = 4.90, depth = -10000.00, title = Reykjanes Ridge
(33.76, -38.65), mag = 4.90, depth = -10000.00, title = Northern Mid-Atlantic Ridge
(-0.62, -20.73), mag = 5.00, depth = -10000.00, title = Central Mid-Atlantic Ridge
(7.31, -35.67), mag = 5.00, depth = -10000.00, title = Central Mid-Atlantic Ridge
(-48.82, -8.80), mag = 5.40, depth = -10000.00, title = Southern Mid-Atlantic Ridge
(-31.35, 58.32), mag = 5.90, depth = -10000.00, title = Southwest Indian Ridge
(-40.75, -91.87), mag = 5.10, depth = -10000.00, title = West Chile Rise
(38.84, 71.77), mag = 4.60, depth = -10000.00, title = 49km SSE of Karakenja, Tajikistan
(36.29, -89.47), mag = 1.40, depth = -5720.00, title = 3km NNE of Ridgely, Tennessee
(36.36, -89.49), mag = 1.50, depth = -3870.00, title = 2km SW of Tiptonville, Tennessee
(36.34, -89.51), mag = 1.50, depth = -8150.00, title = 5km SW of Tiptonville, Tennessee
(36.29, -89.44), mag = 1.60, depth = -3360.00, title = 5km NE of Ridgely, Tennessee
(31.68, -104.29), mag = 2.50, depth = -5000.00, title = 65km W of Mentone, Texas
(31.92, -102.31), mag = 2.50, depth = -5000.00, title = 10km NNE of Odessa, Texas
(31.09, -103.24), mag = 2.70, depth = -5000.00, title = 40km WNW of Fort Stockton, Texas
(38.41, 44.39), mag = 4.20, depth = -10000.00, title = 32km SE of Saray, Turkey
(38.56, 44.22), mag = 4.40, depth = -10000.00, title = 10km SSE of Saray, Turkey
(38.47, -112.88), mag = -1.00, depth = -100.00, title = 14km NE of Milford, Utah
(38.48, -112.84), mag = -0.50, depth = -130.00, title = 17km ENE of Milford, Utah
(38.48, -112.84), mag = -0.30, depth = -150.00, title = 17km ENE of Milford, Utah
(38.48, -112.84), mag = -0.20, depth = -150.00, title = 17km ENE of Milford, Utah
(38.48, -112.84), mag = 0.20, depth = -60.00, title = 17km ENE of Milford, Utah
(41.48, -112.31), mag = 0.30, depth = -1140.00, title = 22km W of Perry, Utah
(38.47, -112.85), mag = 0.40, depth = -660.00, title = 16km ENE of Milford, Utah
(41.55, -112.84), mag = 0.70, depth = -1570.00, title = 50km SE of Park Valley, Utah
(41.48, -112.30), mag = 0.70, depth = -290.00, title = 22km W of Perry, Utah
(41.47, -112.29), mag = 0.70, depth = -600.00, title = 21km W of Perry, Utah
(41.48, -112.29), mag = 0.70, depth = -230.00, title = 21km W of Perry, Utah
(41.47, -112.30), mag = 0.80, depth = -3960.00, title = 22km W of Perry, Utah
(41.48, -112.30), mag = 0.80, depth = -890.00, title = 22km W of Perry, Utah
(41.86, -112.64), mag = 0.90, depth = -8410.00, title = 42km WNW of Tremonton, Utah
(39.52, -111.88), mag = 1.20, depth = -1890.00, title = 21km S of Nephi, Utah
(41.55, -112.84), mag = 1.20, depth = -350.00, title = 50km SE of Park Valley, Utah
(39.20, -111.87), mag = 1.30, depth = -8010.00, title = 7km NW of Gunnison, Utah
(41.48, -112.31), mag = 1.30, depth = -2650.00, title = 22km W of Perry, Utah
(41.48, -112.30), mag = 1.30, depth = -240.00, title = 22km W of Perry, Utah
(39.40, -110.29), mag = 1.40, depth = -5790.00, title = 19km SSE of East Carbon City, Utah
(39.40, -110.28), mag = 1.60, depth = -3490.00, title = 19km SE of East Carbon City, Utah
(41.48, -112.31), mag = 1.70, depth = -1770.00, title = 22km W of Perry, Utah
(39.52, -111.11), mag = 1.80, depth = -1680.00, title = 24km NNW of Huntington, Utah
(39.41, -110.32), mag = 1.90, depth = -5950.00, title = 17km SSE of East Carbon City, Utah
(39.40, -111.07), mag = 2.10, depth = -1740.00, title = 12km NW of Huntington, Utah
(41.47, -112.30), mag = 3.00, depth = -270.00, title = 21km W of Perry, Utah
(41.48, -112.30), mag = 3.00, depth = -5620.00, title = 23km W of Willard, Utah
(-17.88, 167.81), mag = 4.60, depth = -10000.00, title = 56km WSW of Port-Vila, Vanuatu
(-18.00, 167.55), mag = 4.80, depth = -10000.00, title = 86km WSW of Port-Vila, Vanuatu
(-18.04, 167.52), mag = 4.80, depth = -10000.00, title = 90km WSW of Port-Vila, Vanuatu
(-17.91, 167.85), mag = 5.50, depth = -10000.00, title = 53km WSW of Port-Vila, Vanuatu
(46.23, -122.20), mag = -0.80, depth = -2600.00, title = 37km S of Morton, Washington
(46.89, -121.75), mag = -0.60, depth = -3160.00, title = 32km N of Packwood, Washington
(46.20, -122.17), mag = -0.40, depth = -3060.00, title = 38km NNE of Amboy, Washington
(46.20, -122.18), mag = -0.40, depth = -3040.00, title = 38km NNE of Amboy, Washington
(46.18, -122.20), mag = -0.40, depth = -3190.00, title = 35km NNE of Amboy, Washington
(46.20, -122.18), mag = -0.40, depth = -2790.00, title = 38km NNE of Amboy, Washington
(46.20, -122.19), mag = -0.20, depth = -3110.00, title = 38km NNE of Amboy, Washington
(46.21, -122.18), mag = -0.10, depth = -2890.00, title = 38km NNE of Amboy, Washington
(46.20, -122.18), mag = -0.10, depth = -2810.00, title = 38km NNE of Amboy, Washington
(46.20, -122.18), mag = -0.10, depth = -2540.00, title = 38km NNE of Amboy, Washington
(46.20, -122.19), mag = -0.00, depth = -2910.00, title = 37km NNE of Amboy, Washington
(46.21, -122.23), mag = 0.00, depth = -420.00, title = 37km NNE of Amboy, Washington
(46.86, -121.76), mag = 0.00, depth = -1820.00, title = 28km NNW of Packwood, Washington
(46.86, -121.76), mag = 0.10, depth = -1520.00, title = 28km NNW of Packwood, Washington
(46.20, -122.19), mag = 0.10, depth = -2790.00, title = 38km NNE of Amboy, Washington
(47.76, -120.29), mag = 0.10, depth = -170.00, title = 10km NNW of Entiat, Washington
(46.85, -121.76), mag = 0.20, depth = -1430.00, title = 28km NNW of Packwood, Washington
(46.85, -121.76), mag = 0.20, depth = -1910.00, title = 28km NNW of Packwood, Washington
(46.26, -122.05), mag = 0.20, depth = -8710.00, title = 36km SSE of Morton, Washington
(46.20, -122.18), mag = 0.20, depth = -2490.00, title = 38km NNE of Amboy, Washington
(46.21, -122.17), mag = 0.20, depth = -4690.00, title = 39km NNE of Amboy, Washington
(46.18, -122.32), mag = 0.30, depth = -9700.00, title = 32km NNE of Amboy, Washington
(47.67, -120.10), mag = 0.30, depth = -6340.00, title = 2km NW of Waterville, Washington
(46.13, -122.32), mag = 0.30, depth = -7310.00, title = 25km NNE of Amboy, Washington
(46.85, -121.76), mag = 0.40, depth = -1840.00, title = 28km NNW of Packwood, Washington
(46.21, -122.18), mag = 0.40, depth = -4440.00, title = 39km NNE of Amboy, Washington
(46.20, -122.18), mag = 0.40, depth = -2070.00, title = 38km NNE of Amboy, Washington
(46.85, -121.76), mag = 0.50, depth = -1650.00, title = 28km NNW of Packwood, Washington
(46.85, -121.76), mag = 0.60, depth = -1900.00, title = 28km NNW of Packwood, Washington
(46.79, -121.93), mag = 0.60, depth = -3350.00, title = 27km ESE of Eatonville, Washington
(46.20, -122.17), mag = 0.60, depth = -4700.00, title = 38km NE of Amboy, Washington
(47.70, -120.01), mag = 0.60, depth = -3770.00, title = 6km NE of Waterville, Washington
(46.85, -121.76), mag = 0.70, depth = -1500.00, title = 28km NNW of Packwood, Washington
(46.85, -121.76), mag = 0.70, depth = -1360.00, title = 28km NNW of Packwood, Washington
(46.86, -121.76), mag = 0.80, depth = -1460.00, title = 28km NNW of Packwood, Washington
(46.85, -121.76), mag = 0.80, depth = -1920.00, title = 28km NNW of Packwood, Washington
(46.60, -119.86), mag = 0.80, depth = -6610.00, title = 9km SSE of Desert Aire, Washington
